date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:27	144/144	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88b9c-90%22	https://workscout.in/wp-content/cache/min/1/wp-content/plugins/wp-job-manager-tags/assets/dist/css/frontend.css?ver=1724418972	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/plugins/wp-job-manager-tags/assets/dist/css/frontend3d6a.css	(from https://workscout.in/)
10:57:27	39442/39442	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88b9c-9a12%22	https://workscout.in/wp-content/cache/min/1/wp-content/themes/workscout/css/icons.css?ver=1724418972	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/themes/workscout/css/icons3d6a.css	(from https://workscout.in/)
10:57:27	6949/6949	---MCZ	200	added ('OK')	text/css	etag:W/%2265b04fd4-1b25%22	https://workscout.in/wp-content/themes/workscout/css/base.min.css?ver=2.1	D:/Eco%20Harmony-2/workscout.in/wp-content/themes/workscout/css/base.min53cf.css	(from https://workscout.in/)
10:57:28	7351/7351	---MCZ	200	added ('OK')	text/css	etag:W/%2265b04fd4-1cb7%22	https://workscout.in/wp-content/themes/workscout/css/responsive.min.css?ver=2.1	D:/Eco%20Harmony-2/workscout.in/wp-content/themes/workscout/css/responsive.min53cf.css	(from https://workscout.in/)
10:57:28	9285/9285	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2010%20Sep%202024%2013:03:53%20GMT	https://workscout.in/feed/	D:/Eco%20Harmony-2/workscout.in/feed/index.html	(from https://workscout.in/)
10:57:28	31207/31207	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88b9c-79e7%22	https://workscout.in/wp-content/cache/min/1/wp-content/themes/workscout/css/font-awesome.min.css?ver=1724418972	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/themes/workscout/css/font-awesome.min3d6a.css	(from https://workscout.in/)
10:57:28	626231/626231	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88b9d-98e37%22	https://workscout.in/wp-content/cache/min/1/wp-content/themes/workscout/style.css?ver=1724418973	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/themes/workscout/style5007.css	(from https://workscout.in/)
10:57:28	40018/40018	---MCZ	200	added ('OK')	text/css	etag:W/%22620f96fa-9c52%22	https://workscout.in/wp-content/themes/workscout/css/woocommerce.min.css?ver=2.1	D:/Eco%20Harmony-2/workscout.in/wp-content/themes/workscout/css/woocommerce.min53cf.css	(from https://workscout.in/)
10:57:28	6924/6924	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2010%20Sep%202024%2013:03:53%20GMT	https://workscout.in/comments/feed/	D:/Eco%20Harmony-2/workscout.in/comments/feed/index.html	(from https://workscout.in/)
10:57:29	0/0	---M--	200	added ('OK')	text/css	etag:%2265b04fd4-0%22	https://workscout.in/wp-content/themes/workscout/css/v2style.css?ver=2.1	D:/Eco%20Harmony-2/workscout.in/wp-content/themes/workscout/css/v2style53cf.css	(from https://workscout.in/)
10:57:29	20215/20215	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88bb5-4ef7%22	https://workscout.in/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1724418997	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min906f.css	(from https://workscout.in/)
10:57:29	212120/212120	---MCZ	200	added ('OK')	text/css	etag:W/%2266c889e2-33c98%22	https://workscout.in/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.4	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/elementor/assets/css/frontend-lite.mind5d5.css	(from https://workscout.in/)
10:57:29	16223/16223	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88bb6-3f5f%22	https://workscout.in/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=1724418998	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min2bbf.css	(from https://workscout.in/)
10:57:30	1177/1177	---MCZ	200	added ('OK')	text/css	etag:W/%2265f70993-499%22	https://workscout.in/wp-content/uploads/elementor/css/post-25776.css?ver=1710688659	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/elementor/css/post-2577631b8.css	(from https://workscout.in/)
10:57:30	9475/9475	---MCZ	200	added ('OK')	text/css	etag:W/%2265f709cd-2503%22	https://workscout.in/wp-content/uploads/elementor/css/global.css?ver=1710688717	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/elementor/css/global777a.css	(from https://workscout.in/)
10:57:30	9084/9084	---MCZ	200	added ('OK')	text/css	etag:W/%2266460211-237c%22	https://workscout.in/wp-content/uploads/elementor/css/post-9.css?ver=1715864081	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/elementor/css/post-90c70.css	(from https://workscout.in/)
10:57:30	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%226256d814-e238%22	https://workscout.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://workscout.in/)
10:57:31	1082/1082	---MCZ	200	added ('OK')	text/css	etag:W/%2266c88bb6-43a%22	https://workscout.in/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1724418998	D:/Eco%20Harmony-2/workscout.in/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min2bbf.css	(from https://workscout.in/)
10:57:31	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b04fd4-15601%22	https://workscout.in/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/Eco%20Harmony-2/workscout.in/wp-includes/js/jquery/jquery.minf43b.js	(from https://workscout.in/)
10:57:31	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b04fd4-3509%22	https://workscout.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/Eco%20Harmony-2/workscout.in/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://workscout.in/)
10:57:31	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c889f6-25a4%22	https://workscout.in/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.2.2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min56aa.js	(from https://workscout.in/)
10:57:31	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c889f6-6b8%22	https://workscout.in/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.2.2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minc42f.js	(from https://workscout.in/)
10:57:32	2467/2467	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c889f6-9a3%22	https://workscout.in/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.2.2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mind440.js	(from https://workscout.in/)
10:57:32	34820/34820	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265bacb70-8804%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/bootstrap-slider.min.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/bootstrap-slider.min7514.js	(from https://workscout.in/)
10:57:32	141053/141053	---MCZ	200	added ('OK')	application/javascript	etag:W/%22601d9f15-226fd%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet.js?ver=6.6.2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet109c.js	(from https://workscout.in/)
10:57:32	24905/24905	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620eb1fa-6149%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet-googlemutant.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet-googlemutant7514.js	(from https://workscout.in/)
10:57:33	48506/48506	---MCZ	200	added ('OK')	application/javascript	etag:W/%22601d9f11-bd7a%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/control.geocoder.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/control.geocoder7514.js	(from https://workscout.in/)
10:57:33	33724/33724	---MCZ	200	added ('OK')	application/javascript	etag:W/%22601d9f13-83bc%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet.markercluster.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet.markercluster7514.js	(from https://workscout.in/)
10:57:33	18354/18354	---MCZ	200	added ('OK')	application/javascript	etag:W/%22601d9f12-47b2%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet-gesture-handling.min.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/leaflet-gesture-handling.min7514.js	(from https://workscout.in/)
10:57:33	37584/37584	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b116d6-92d0%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/workscout.leaflet.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/workscout.leaflet7514.js	(from https://workscout.in/)
10:57:33	74620/74620	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c889f6-1237c%22	https://workscout.in/wp-content/plugins/woocommerce/assets/js/select2/select2.full.min.js?ver=4.0.3-wc.9.2.2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/woocommerce/assets/js/select2/select2.full.min2a9b.js	(from https://workscout.in/)
10:57:34	904/904	---MC-	200	added ('OK')	text/javascript	date:Sat,%2014%20Sep%202024%2005:27:36%20GMT	https://www.google.com/recaptcha/api.js?render=6LcphjcaAAAAAAcXCmvIN630YaJlJzBdIEHaB8P2&ver=6.6.2	D:/Eco%20Harmony-2/www.google.com/recaptcha/apie767.js	(from https://workscout.in/)
10:57:34	416/416	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260551580-1a0%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/recaptchav3.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/recaptchav37514.js	(from https://workscout.in/)
10:57:34	8899/8899	---MCZ	200	added ('OK')	application/javascript	etag:W/%226619535a-22c3%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/frontend.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/frontend7514.js	(from https://workscout.in/)
10:57:35	136913/136913	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659fda56-216d1%22	https://workscout.in/wp-content/plugins/workscout-core/assets/js/pikaday.js?ver=1.6.6	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/workscout-core/assets/js/pikaday7514.js	(from https://workscout.in/)
10:57:35	474/474	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261f06875-1da%22	https://workscout.in/wp-content/plugins/mas-wp-job-manager-company-reviews/assets/js/mas-wp-job-manager-company-reviews.js?ver=6.6.2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/mas-wp-job-manager-company-reviews/assets/js/mas-wp-job-manager-company-reviews109c.js	(from https://workscout.in/)
10:57:35	45668/45668	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b04fd4-b264%22	https://workscout.in/wp-content/themes/workscout/js/dropzone.js?ver=2.1	D:/Eco%20Harmony-2/workscout.in/wp-content/themes/workscout/js/dropzone53cf.js	(from https://workscout.in/)
10:57:37	84336/84336	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2005:27:39%20GMT	https://workscout.in/wp-json/wp/v2/pages/9	D:/Eco%20Harmony-2/workscout.in/wp-json/wp/v2/pages/9.json	(from https://workscout.in/)
10:57:38	1560236/1560236	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2005:27:40%20GMT	https://workscout.in/wp-json/	D:/Eco%20Harmony-2/workscout.in/wp-json/index.html	(from https://workscout.in/)
10:57:39	786/786	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202024%2005:27:41%20GMT	https://workscout.in/xmlrpc.php?rsd	D:/Eco%20Harmony-2/workscout.in/xmlrpc0db0.php	(from https://workscout.in/)
10:57:41	2075/2075	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2005:27:42%20GMT	https://workscout.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworkscout.in%2F	D:/Eco%20Harmony-2/workscout.in/wp-json/oembed/1.0/embed1445.json	(from https://workscout.in/)
10:57:42	2234/2234	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202024%2005:27:44%20GMT	https://workscout.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworkscout.in%2F&format=xml	D:/Eco%20Harmony-2/workscout.in/wp-json/oembed/1.0/embedd53b	(from https://workscout.in/)
10:57:43	326628/326628	---M--	200	added ('OK')	application/font-woff2	etag:%2266c889f5-4fbe4%22	https://workscout.in/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://workscout.in/)
10:57:43	146060/146060	---M--	200	added ('OK')	application/font-woff2	etag:%2266c889f5-23a8c%22	https://workscout.in/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://workscout.in/)
10:57:43	24355/24355	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261f06483-5f23%22	https://workscout.in/wp-content/uploads/2021/03/clipart.svg	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2021/03/clipart.svg	(from https://workscout.in/)
10:57:44	5552/5552	---M--	200	added ('OK')	application/font-woff2	etag:%2266d0787a-15b0%22	https://workscout.in/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnecmNE.woff2	D:/Eco%20Harmony-2/workscout.in/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnecmNE.woff2	(from https://workscout.in/)
10:57:44	7884/7884	---M--	200	added ('OK')	application/font-woff2	etag:%2266d0787a-1ecc%22	https://workscout.in/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2	D:/Eco%20Harmony-2/workscout.in/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2	(from https://workscout.in/)
10:57:44	5975/5975	---M--	200	added ('OK')	image/png	etag:%2265b04fad-266f%22	https://workscout.in/wp-content/uploads/2023/11/logo2.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2023/11/logo2.png	(from https://workscout.in/)
10:57:44	17130/17130	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2014%20Sep%202024%2005:27:46%20GMT	https://workscout.in/wp-login.php?action=lostpassword&redirect_to=https%3A%2F%2Fworkscout.in%2F	D:/Eco%20Harmony-2/workscout.in/wp-login1549.php	(from https://workscout.in/)
10:57:45	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e08bdf-4d7%22	https://workscout.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Eco%20Harmony-2/workscout.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://workscout.in/)
10:57:45	154283/154283	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:11:20%20GMT	https://workscout.in/home-2/	D:/Eco%20Harmony-2/workscout.in/home-2/index.html	(from https://workscout.in/)
10:57:45	1760/1760	---M--	200	added ('OK')	image/png	etag:%2261f06533-c10%22	https://workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-06-150x150.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-06-150x150.png	(from https://workscout.in/)
10:57:46	219251/219251	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2022:40:10%20GMT	https://workscout.in/home-3/	D:/Eco%20Harmony-2/workscout.in/home-3/index.html	(from https://workscout.in/)
10:57:46	4065/4065	---M--	200	added ('OK')	image/png	etag:%2261f06533-1424%22	https://workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-03-150x150.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-03-150x150.png	(from https://workscout.in/)
10:57:46	156213/156213	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:11:25%20GMT	https://workscout.in/home-4/	D:/Eco%20Harmony-2/workscout.in/home-4/index.html	(from https://workscout.in/)
10:57:46	166873/166873	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:13:15%20GMT	https://workscout.in/home-5/	D:/Eco%20Harmony-2/workscout.in/home-5/index.html	(from https://workscout.in/)
10:57:47	167808/167808	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:13:12%20GMT	https://workscout.in/home-6/	D:/Eco%20Harmony-2/workscout.in/home-6/index.html	(from https://workscout.in/)
10:57:47	4817/4817	---M--	200	added ('OK')	image/png	etag:%2261f06533-1aa0%22	https://workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-02-1-150x150.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-02-1-150x150.png	(from https://workscout.in/)
10:57:48	132016/132016	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2022:40:24%20GMT	https://workscout.in/browse-jobs-list-layout-sample/	D:/Eco%20Harmony-2/workscout.in/browse-jobs-list-layout-sample/index.html	(from https://workscout.in/)
10:57:48	119695/119695	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:11:16%20GMT	https://workscout.in/browse-jobs/	D:/Eco%20Harmony-2/workscout.in/browse-jobs/index.html	(from https://workscout.in/)
10:57:48	119059/119059	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:13:27%20GMT	https://workscout.in/browse-jobs-full-page-layout/	D:/Eco%20Harmony-2/workscout.in/browse-jobs-full-page-layout/index.html	(from https://workscout.in/)
10:57:48	132818/132818	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:13:31%20GMT	https://workscout.in/browse-jobs-without-map/	D:/Eco%20Harmony-2/workscout.in/browse-jobs-without-map/index.html	(from https://workscout.in/)
10:57:48	540/540	---M--	200	added ('OK')	image/png	etag:%2261f0646f-499%22	https://workscout.in/wp-content/uploads/2018/03/placeholder.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2018/03/placeholder.png	(from https://workscout.in/)
10:57:49	131821/131821	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:53:15%20GMT	https://workscout.in/browse-jobs-map/	D:/Eco%20Harmony-2/workscout.in/browse-jobs-map/index.html	(from https://workscout.in/)
10:57:49	1913/1913	---M--	200	added ('OK')	image/png	etag:%2261f06533-f70%22	https://workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-01-2-150x150.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/job-manager-uploads/company_logo/2021/11/company-logo-01-2-150x150.png	(from https://workscout.in/)
10:57:49	122114/122114	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:18:58%20GMT	https://workscout.in/task-list-layout/	D:/Eco%20Harmony-2/workscout.in/task-list-layout/index.html	(from https://workscout.in/)
10:57:49	120726/120726	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2000:05:21%20GMT	https://workscout.in/task-grid-layout/	D:/Eco%20Harmony-2/workscout.in/task-grid-layout/index.html	(from https://workscout.in/)
10:57:49	16784/16784	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2014%20Sep%202024%2005:27:51%20GMT	https://workscout.in/wp-login.php?action=register	D:/Eco%20Harmony-2/workscout.in/wp-login0ddc.php	(from https://workscout.in/)
10:57:49	110285/110285	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:15:23%20GMT	https://workscout.in/tasks-full-page/	D:/Eco%20Harmony-2/workscout.in/tasks-full-page/index.html	(from https://workscout.in/)
10:57:50	109676/109676	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:11:22%20GMT	https://workscout.in/companies/	D:/Eco%20Harmony-2/workscout.in/companies/index.html	(from https://workscout.in/)
10:57:50	9921/9921	---MCZ	200	added ('OK')	text/css	etag:W/%2265b04fd0-26c1%22	https://workscout.in/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	D:/Eco%20Harmony-2/workscout.in/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://workscout.in/)
10:57:50	126159/126159	---M--	200	added ('OK')	image/jpeg	etag:%22620ec34c-1eccf%22	https://workscout.in/wp-content/uploads/2022/02/olga-serjantu-tqkDGqPW8Vo-unsplash.jpg	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2022/02/olga-serjantu-tqkDGqPW8Vo-unsplash.jpg	(from https://workscout.in/)
10:57:50	112165/112165	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:09:50%20GMT	https://workscout.in/browse-categories/	D:/Eco%20Harmony-2/workscout.in/browse-categories/index.html	(from https://workscout.in/)
10:57:50	103712/103712	---M--	200	added ('OK')	image/jpeg	etag:%22620ec34c-19520%22	https://workscout.in/wp-content/uploads/2022/02/annie-spratt-MChSQHxGZrQ-unsplash.jpg	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2022/02/annie-spratt-MChSQHxGZrQ-unsplash.jpg	(from https://workscout.in/)
10:57:50	9642/9642	---M--	200	added ('OK')	image/png	etag:%2261f06461-2ba1%22	https://workscout.in/wp-content/uploads/2015/10/resumes-list-avatar-03.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2015/10/resumes-list-avatar-03.png	(from https://workscout.in/)
10:57:50	9897/9897	---M--	200	added ('OK')	image/png	etag:%2261f06460-2e00%22	https://workscout.in/wp-content/uploads/2015/10/resumes-list-avatar-01.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2015/10/resumes-list-avatar-01.png	(from https://workscout.in/)
10:57:51	8625/8625	---M--	200	added ('OK')	image/png	etag:%2261f06461-2949%22	https://workscout.in/wp-content/uploads/2015/10/resumes-list-avatar-02.png	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2015/10/resumes-list-avatar-02.png	(from https://workscout.in/)
10:57:51	101897/101897	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2021:35:28%20GMT	https://workscout.in/candidate-dashboard/	D:/Eco%20Harmony-2/workscout.in/candidate-dashboard/index.html	(from https://workscout.in/)
10:57:51	25896/25896	---M--	200	added ('OK')	image/jpeg	etag:%2266460b1b-6528%22	https://workscout.in/wp-content/uploads/2015/10/blog-post-03-498x315.jpg	D:/Eco%20Harmony-2/workscout.in/wp-content/uploads/2015/10/blog-post-03-498x315.jpg	(from https://workscout.in/)
10:57:52	102104/102104	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2020:40:06%20GMT	https://workscout.in/submit-resume/	D:/Eco%20Harmony-2/workscout.in/submit-resume/index.html	(from https://workscout.in/)
10:57:52	123733/123733	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2023:14:37%20GMT	https://workscout.in/resumes-grid/	D:/Eco%20Harmony-2/workscout.in/resumes-grid/index.html	(from https://workscout.in/)
